barcode_01 0.8014354066985646 0.5381100972995747 0.6438907575602416 0.47480743985036655
barcode_02 0.9668411867364747 0.7464371835061491 0.8424622931801985 0.7278054859178318
barcode_03 1.0 0.6115358126721763 0.7589478407658283 0.6115358126721763
barcode_04 1.0 0.708619433043078 0.8294643258048583 0.708619433043078
barcode_05 0.914446284309298 0.9739378284492741 0.9432549472921447 0.892604081632653
barcode_06 0.9604238804582743 0.9122131675834121 0.9356979358405728 0.8791657625690837
barcode_07 0.9543568464730291 0.9733751889315196 0.9637722034834862 0.9300775434932343
barcode_08 0.9650777668848203 0.9394586563907331 0.9520959022992712 0.9085715996228316
barcode_09 0.9441091371762237 0.9268579607281853 0.9354040170648787 0.8786469534535941
barcode_10 0.980072463768116 0.9495672057395406 0.9645787092260691 0.9315809109015809
barcode_11 0.9566787003610109 0.9612736843220114 0.9589706880657609 0.9211754914796659
barcode_12 0.867741935483871 0.9886524822695035 0.9242596403879572 0.8591846834874577
barcode_13 0.9914224446032881 0.9200717579519406 0.9544154413440363 0.9128056008888275
barcode_14 0.9528985507246377 0.831695965587179 0.8881814585975968 0.7988546921310381
barcode_15 0.9433214847825703 0.9853211009174312 0.9638639847493307 0.9302485103909316
barcode_16 0.9277034065043787 0.950624604680582 0.9390241521369858 0.8850570482149429
barcode_17 0.8694638694638694 0.9073327961321515 0.8879947819486714 0.7985527113845639
barcode_18 0.8469539074085359 0.9682817081313322 0.9035631178161309 0.8240904082106626
barcode_19 0.7881140244840545 0.9139344262295082 0.8463737192302516 0.7336636945073022
barcode_20 0.926063558768912 1.0 0.961612668027245 0.926063558768912
barcode_21 0.962590909090909 1.0 0.9809389258169858 0.962590909090909
barcode_22 1.0 0.7368585732165206 0.8484957665285533 0.7368585732165206
barcode_23 0.9777837132003798 0.8305285552956361 0.8981604658263183 0.8151463420668498
barcode_24 0.9412870513787945 0.9188679245283019 0.9299423870465677 0.8690582411538227
barcode_25 0.8788009833676673 0.9842168603968533 0.9285265277073935 0.8665884426617182
barcode_26 0.884 0.900611620795107 0.8922284977928878 0.8054264765027999
barcode_27 1.0 0.8178022171905784 0.8997702934420396 0.8178022171905784
barcode_28 0.9813084112149533 0.8426229508196721 0.9066930985820846 0.829312517286948
